Adm_No,Name,Gender,Class,total_marks,avg_marks,attendance_rate
572,Student_572,Other,II,709.8,78.86666666666666,0.0
573,Student_573,Female,III,,,100.0
574,Student_574,Other,I,152.6,50.86666666666667,0.0
575,Student_575,Other,II,362.0,60.333333333333336,0.0
576,Student_576,Other,III,429.6,71.60000000000001,0.0
577,Student_577,Other,I,,,0.0
578,Student_578,Female,II,144.0,48.0,0.0
579,Student_579,Other,III,,,0.0
580,Student_580,Male,I,177.8,59.26666666666667,0.0
581,Student_581,Female,II,505.8,84.3,0.0
582,Student_582,Other,III,454.0,75.66666666666667,0.0
583,Student_583,Male,I,,,100.0
584,Student_584,Female,II,231.8,77.26666666666667,0.0
585,Student_585,Other,III,,,0.0
586,Student_586,Male,I,139.9,46.63333333333333,100.0
587,Student_587,Other,II,,,0.0
588,Student_588,Female,III,198.6,66.2,0.0
589,Student_589,Other,I,,,100.0
590,Student_590,Female,II,582.4,97.06666666666666,100.0
591,Student_591,Male,III,,,0.0
592,Student_592,Other,I,108.80000000000001,36.26666666666667,0.0
593,Student_593,Male,II,,,0.0
594,Student_594,Male,III,416.70000000000005,46.300000000000004,0.0
595,Student_595,Other,I,,,100.0
596,Student_596,Other,II,153.0,51.0,100.0
597,Student_597,Male,III,344.40000000000003,57.400000000000006,0.0
598,Student_598,Female,I,305.2,50.86666666666667,100.0
599,Student_599,Male,II,,,100.0
600,Student_600,Male,III,257.3,85.76666666666667,100.0
601,Student_601,Other,I,,,0.0
602,Student_602,Male,II,220.2,73.39999999999999,100.0
603,Student_603,Female,III,181.5,60.5,0.0
604,Student_604,Other,I,133.2,44.4,0.0
605,Student_605,Other,II,,,0.0
606,Student_606,Female,III,227.8,75.93333333333334,0.0
607,Student_607,Other,I,,,0.0
608,Student_608,Female,II,231.1,77.03333333333333,0.0
609,Student_609,Male,III,,,100.0
610,Student_610,Male,I,69.5,23.166666666666668,100.0
611,Student_611,Other,II,157.4,52.46666666666667,100.0
612,Student_612,Other,III,236.89999999999998,78.96666666666665,100.0
613,Student_613,Female,I,246.4,82.13333333333334,0.0
614,Student_614,Other,II,213.7,71.23333333333333,100.0
615,Student_615,Other,III,351.6,58.6,100.0
616,Student_616,Female,I,387.3,43.03333333333333,0.0
617,Student_617,Male,II,289.3,96.43333333333334,100.0
618,Student_618,Other,III,132.2,44.06666666666666,100.0
619,Student_619,Other,I,,,100.0
620,Student_620,Male,II,218.4,36.4,100.0
621,Student_621,Other,III,,,100.0
622,Student_622,Male,I,142.0,47.333333333333336,100.0
623,Student_623,Other,II,,,100.0
624,Student_624,Female,III,119.0,39.666666666666664,0.0
625,Student_625,Other,I,,,0.0
626,Student_626,Other,II,203.5,67.83333333333333,0.0
627,Student_627,Female,III,94.0,31.333333333333332,100.0
628,Student_628,Male,I,370.6,61.76666666666667,0.0
629,Student_629,Other,II,,,0.0
630,Student_630,Female,III,399.4,66.56666666666666,0.0
631,Student_631,Female,I,228.2,76.06666666666666,0.0
632,Student_632,Male,II,558.4,93.06666666666666,100.0
633,Student_633,Male,III,,,100.0
634,Student_634,Female,I,157.2,52.4,0.0
635,Student_635,Female,II,209.2,69.73333333333333,100.0
636,Student_636,Female,III,351.2,58.53333333333333,100.0
637,Student_637,Female,I,,,100.0
638,Student_638,Other,II,119.3,39.766666666666666,100.0
639,Student_639,Other,III,157.0,52.333333333333336,100.0
640,Student_640,Female,I,282.6,94.2,100.0
641,Student_641,Other,II,,,100.0
642,Student_642,Female,III,94.4,31.46666666666667,100.0
643,Student_643,Female,I,,,100.0
644,Student_644,Female,II,484.2,80.7,0.0
645,Student_645,Other,III,67.3,22.433333333333334,0.0
646,Student_646,Male,I,512.8,85.46666666666665,0.0
647,Student_647,Female,II,,,100.0
648,Student_648,Male,III,246.6,82.2,100.0
649,Student_649,Female,I,,,0.0
650,Student_650,Other,II,156.8,52.26666666666667,0.0
651,Student_651,Female,III,198.0,66.0,100.0
652,Student_652,Male,I,196.5,65.5,0.0
653,Student_653,Other,II,,,0.0
654,Student_654,Other,III,153.6,51.199999999999996,100.0
655,Student_655,Female,I,219.2,73.06666666666666,0.0
656,Student_656,Male,II,253.7,84.56666666666666,100.0
657,Student_657,Female,III,,,100.0
658,Student_658,Other,I,184.8,61.6,100.0
659,Student_659,Female,II,,,0.0
660,Student_660,Male,III,163.8,18.200000000000003,0.0
661,Student_661,Male,I,322.4,53.73333333333333,0.0
662,Student_662,Other,II,511.20000000000005,56.800000000000004,0.0
663,Student_663,Female,III,,,0.0
664,Student_664,Other,I,485.6,80.93333333333334,100.0
665,Student_665,Female,II,,,100.0
666,Student_666,Male,III,279.7,93.23333333333333,100.0
667,Student_667,Female,I,314.0,52.333333333333336,100.0
668,Student_668,Other,II,109.6,36.53333333333333,0.0
669,Student_669,Female,III,,,0.0
670,Student_670,Female,I,383.6,63.93333333333334,0.0
671,Student_671,Female,II,,,100.0
672,Student_672,Female,III,498.4,41.53333333333333,0.0
673,Student_673,Male,I,,,0.0
674,Student_674,Male,II,112.3,37.43333333333333,100.0
675,Student_675,Male,III,122.0,40.666666666666664,0.0
676,Student_676,Other,I,198.1,66.03333333333333,0.0
677,Student_677,Female,II,,,0.0
678,Student_678,Other,III,293.4,97.8,0.0
679,Student_679,Male,I,257.9,85.96666666666665,100.0
680,Student_680,Male,II,147.2,49.06666666666666,100.0
681,Student_681,Other,III,101.8,33.93333333333333,100.0
682,Student_682,Other,I,367.2,61.199999999999996,100.0
683,Student_683,Female,II,,,0.0
684,Student_684,Male,III,222.5,74.16666666666667,0.0
685,Student_685,Other,I,,,100.0
686,Student_686,Male,II,244.4,40.733333333333334,0.0
687,Student_687,Female,III,,,100.0
688,Student_688,Female,I,761.4,84.6,100.0
689,Student_689,Other,II,220.8,73.60000000000001,0.0
690,Student_690,Male,III,479.79999999999995,79.96666666666665,0.0
691,Student_691,Male,I,,,100.0
692,Student_692,Male,II,222.8,74.26666666666667,0.0
693,Student_693,Male,III,150.9,50.300000000000004,100.0
694,Student_694,Female,I,124.80000000000001,41.6,0.0
695,Student_695,Other,II,,,0.0
696,Student_696,Male,III,166.8,55.6,100.0
697,Student_697,Female,I,,,0.0
698,Student_698,Male,II,248.3,82.76666666666667,0.0
699,Student_699,Male,III,171.70000000000002,57.23333333333334,0.0
700,Student_700,Other,I,158.1,52.699999999999996,0.0
701,Student_701,Male,II,,,100.0
702,Student_702,Female,III,248.3,82.76666666666667,100.0
703,Student_703,Other,I,,,0.0
704,Student_704,Other,II,268.2,44.699999999999996,100.0
705,Student_705,Male,III,,,0.0
706,Student_706,Female,I,279.2,93.06666666666666,100.0
707,Student_707,Other,II,,,100.0
708,Student_708,Female,III,241.7,80.56666666666666,100.0
709,Student_709,Male,I,,,100.0
710,Student_710,Male,II,318.2,53.03333333333333,100.0
711,Student_711,Other,III,,,100.0
712,Student_712,Other,I,184.1,61.36666666666667,100.0
713,Student_713,Male,II,,,100.0
714,Student_714,Male,III,145.1,48.36666666666667,0.0
715,Student_715,Male,I,,,100.0
716,Student_716,Male,II,115.9,38.63333333333333,100.0
717,Student_717,Other,III,,,100.0
718,Student_718,Other,I,609.5999999999999,67.73333333333332,100.0
719,Student_719,Male,II,,,0.0
720,Student_720,Other,III,438.2,73.03333333333333,0.0
721,Student_721,Other,I,,,0.0
722,Student_722,Female,II,269.2,44.86666666666667,0.0
723,Student_723,Other,III,178.7,59.56666666666666,100.0
724,Student_724,Male,I,435.6,72.60000000000001,0.0
725,Student_725,Other,II,,,0.0
726,Student_726,Male,III,321.0,53.5,0.0
727,Student_727,Other,I,159.8,53.26666666666667,100.0
728,Student_728,Female,II,338.2,56.36666666666667,0.0
729,Student_729,Male,III,116.8,38.93333333333333,0.0
730,Student_730,Other,I,197.8,65.93333333333334,100.0
731,Student_731,Other,II,,,0.0
732,Student_732,Female,III,379.2,63.199999999999996,100.0
733,Student_733,Male,I,,,100.0
734,Student_734,Male,II,102.5,34.166666666666664,0.0
735,Student_735,Other,III,151.3,50.43333333333334,100.0
736,Student_736,Male,I,213.3,71.10000000000001,100.0
737,Student_737,Other,II,,,0.0
738,Student_738,Female,III,231.2,77.06666666666666,0.0
739,Student_739,Other,I,,,0.0
740,Student_740,Other,II,391.4,65.23333333333333,0.0
741,Student_741,Other,III,,,0.0
742,Student_742,Male,I,175.8,58.6,100.0
743,Student_743,Other,II,,,0.0
744,Student_744,Male,III,144.6,48.199999999999996,100.0
745,Student_745,Other,I,,,100.0
746,Student_746,Male,II,163.9,54.63333333333333,100.0
747,Student_747,Other,III,174.5,58.166666666666664,100.0
748,Student_748,Male,I,290.1,96.7,100.0
749,Student_749,Female,II,,,100.0
750,Student_750,Female,III,162.7,54.23333333333333,0.0
751,Student_751,Other,I,,,0.0
752,Student_752,Male,II,148.1,49.36666666666667,0.0
753,Student_753,Male,III,,,0.0
754,Student_754,Female,I,150.9,50.300000000000004,0.0
755,Student_755,Male,II,,,100.0
756,Student_756,Other,III,170.4,28.400000000000002,0.0
757,Student_757,Male,I,,,100.0
758,Student_758,Other,II,443.0,73.83333333333333,100.0
759,Student_759,Female,III,,,0.0
760,Student_760,Other,I,234.5,78.16666666666667,0.0
761,Student_761,Male,II,140.0,46.666666666666664,100.0
762,Student_762,Male,III,190.9,63.63333333333333,0.0
763,Student_763,Female,I,,,0.0
764,Student_764,Male,II,114.9,38.300000000000004,0.0
765,Student_765,Male,III,,,0.0
766,Student_766,Male,I,171.4,57.13333333333333,100.0
767,Student_767,Other,II,,,0.0
768,Student_768,Other,III,243.7,81.23333333333333,0.0
769,Student_769,Male,I,,,100.0
770,Student_770,Male,II,291.2,48.53333333333333,100.0
771,Student_771,Female,III,192.6,32.1,0.0
772,Student_772,Female,I,451.8,75.3,0.0
773,Student_773,Other,II,,,0.0
774,Student_774,Male,III,540.2,90.03333333333335,0.0
775,Student_775,Female,I,,,0.0
776,Student_776,Male,II,244.8,81.60000000000001,100.0
777,Student_777,Male,III,,,0.0
778,Student_778,Other,I,271.2,90.39999999999999,100.0
779,Student_779,Female,II,159.0,53.0,0.0
780,Student_780,Female,III,102.9,34.300000000000004,0.0
781,Student_781,Male,I,,,100.0
782,Student_782,Female,II,471.6,78.60000000000001,100.0
783,Student_783,Female,III,,,100.0
784,Student_784,Other,I,259.3,86.43333333333334,0.0
785,Student_785,Female,II,,,100.0
786,Student_786,Male,III,254.7,84.89999999999999,100.0
787,Student_787,Other,I,131.5,43.833333333333336,0.0
788,Student_788,Male,II,516.8,86.13333333333333,0.0
789,Student_789,Other,III,,,0.0
790,Student_790,Female,I,232.9,77.63333333333334,100.0
791,Student_791,Other,II,,,100.0
792,Student_792,Female,III,175.1,58.36666666666667,0.0
793,Student_793,Female,I,,,100.0
794,Student_794,Female,II,261.0,43.5,100.0
795,Student_795,Male,III,,,100.0
796,Student_796,Male,I,199.9,66.63333333333334,0.0
797,Student_797,Other,II,,,0.0
798,Student_798,Other,III,257.3,85.76666666666667,100.0
799,Student_799,Other,I,221.1,73.7,100.0
800,Student_800,Male,II,266.0,88.66666666666667,0.0
801,Student_801,Female,III,,,0.0
802,Student_802,Female,I,240.3,80.10000000000001,100.0
803,Student_803,Other,II,,,0.0
804,Student_804,Female,III,202.70000000000002,67.56666666666668,100.0
805,Student_805,Other,I,,,100.0
806,Student_806,Other,II,228.2,76.06666666666666,100.0
807,Student_807,Female,III,,,0.0
808,Student_808,Female,I,247.39999999999998,82.46666666666665,0.0
809,Student_809,Female,II,,,100.0
810,Student_810,Other,III,206.8,68.93333333333334,100.0
811,Student_811,Female,I,,,0.0
812,Student_812,Male,II,194.5,64.83333333333333,100.0
813,Student_813,Female,III,,,0.0
814,Student_814,Female,I,211.0,70.33333333333333,100.0
815,Student_815,Other,II,263.5,87.83333333333333,0.0
816,Student_816,Other,III,460.8,76.8,0.0
817,Student_817,Male,I,,,0.0
818,Student_818,Female,II,180.9,60.300000000000004,100.0
819,Student_819,Male,III,,,0.0
820,Student_820,Female,I,296.9,98.96666666666665,100.0
821,Student_821,Other,II,,,100.0
822,Student_822,Other,III,270.3,90.10000000000001,100.0
823,Student_823,Male,I,,,100.0
824,Student_824,Male,II,209.5,69.83333333333333,0.0
825,Student_825,Other,III,176.0,58.666666666666664,100.0
826,Student_826,Female,I,428.0,71.33333333333333,0.0
827,Student_827,Female,II,,,100.0
828,Student_828,Other,III,208.39999999999998,69.46666666666665,0.0
829,Student_829,Other,I,,,100.0
830,Student_830,Other,II,267.0,89.0,100.0
831,Student_831,Other,III,192.79999999999998,64.26666666666667,100.0
832,Student_832,Other,I,113.8,37.93333333333333,100.0
833,Student_833,Other,II,179.1,59.699999999999996,0.0
834,Student_834,Other,III,240.79999999999998,80.26666666666667,0.0
835,Student_835,Female,I,,,0.0
836,Student_836,Male,II,534.0,89.0,100.0
837,Student_837,Other,III,,,0.0
838,Student_838,Other,I,96.1,32.03333333333333,0.0
839,Student_839,Male,II,,,0.0
840,Student_840,Female,III,280.5,93.5,100.0
841,Student_841,Female,I,,,100.0
842,Student_842,Female,II,59.699999999999996,29.849999999999998,100.0
843,Student_843,Other,III,,,0.0
844,Student_844,Female,I,137.4,45.800000000000004,100.0
845,Student_845,Other,II,296.4,98.8,0.0
846,Student_846,Other,III,293.0,48.833333333333336,100.0
847,Student_847,Other,I,135.3,45.1,100.0
848,Student_848,Female,II,122.9,40.96666666666667,0.0
849,Student_849,Male,III,,,100.0
850,Student_850,Other,I,211.2,70.39999999999999,0.0
851,Student_851,Male,II,,,0.0
852,Student_852,Male,III,297.2,49.53333333333333,0.0
853,Student_853,Male,I,,,0.0
854,Student_854,Male,II,182.0,60.666666666666664,0.0
855,Student_855,Other,III,,,0.0
856,Student_856,Female,I,520.8,86.8,100.0
857,Student_857,Male,II,,,100.0
858,Student_858,Male,III,255.4,85.13333333333334,100.0
859,Student_859,Male,I,,,0.0
860,Student_860,Other,II,224.4,74.8,100.0
861,Student_861,Other,III,151.2,50.4,100.0
862,Student_862,Male,I,344.8,57.46666666666667,0.0
863,Student_863,Male,II,,,100.0
864,Student_864,Female,III,525.6,87.60000000000001,100.0
865,Student_865,Other,I,,,100.0
866,Student_866,Male,II,147.2,49.06666666666666,0.0
867,Student_867,Other,III,,,0.0
868,Student_868,Male,I,197.1,65.7,0.0
869,Student_869,Male,II,,,100.0
870,Student_870,Female,III,241.6,80.53333333333333,100.0
871,Student_871,Male,I,136.2,45.4,0.0
872,Student_872,Male,II,116.8,38.93333333333333,0.0
873,Student_873,Male,III,,,0.0
874,Student_874,Male,I,190.70000000000002,63.56666666666667,100.0
875,Student_875,Other,II,196.7,65.56666666666666,0.0
876,Student_876,Male,III,220.3,73.43333333333334,0.0
877,Student_877,Male,I,568.4,94.73333333333333,100.0
878,Student_878,Male,II,161.6,53.86666666666667,0.0
879,Student_879,Male,III,207.60000000000002,69.2,100.0
880,Student_880,Female,I,103.4,34.46666666666667,0.0
881,Student_881,Other,II,190.3,63.43333333333334,100.0
882,Student_882,Male,III,263.4,87.8,100.0
883,Student_883,Other,I,175.6,29.266666666666666,0.0
884,Student_884,Female,II,126.6,42.199999999999996,0.0
885,Student_885,Male,III,,,100.0
886,Student_886,Other,I,201.1,67.03333333333333,100.0
887,Student_887,Male,II,,,0.0
888,Student_888,Female,III,116.69999999999999,38.9,100.0
889,Student_889,Female,I,285.0,95.0,0.0
890,Student_890,Female,II,208.7,69.56666666666666,100.0
891,Student_891,Male,III,,,100.0
892,Student_892,Male,I,287.4,47.9,0.0
893,Student_893,Other,II,190.0,63.333333333333336,100.0
894,Student_894,Other,III,186.0,31.0,0.0
895,Student_895,Male,I,,,100.0
896,Student_896,Female,II,152.1,50.699999999999996,0.0
897,Student_897,Other,III,156.9,52.300000000000004,100.0
898,Student_898,Male,I,361.6,60.26666666666667,100.0
899,Student_899,Female,II,,,100.0
900,Student_900,Other,III,290.8,48.46666666666667,0.0
901,Student_901,Other,I,,,0.0
902,Student_902,Female,II,263.2,87.73333333333333,100.0
903,Student_903,Other,III,,,0.0
904,Student_904,Female,I,235.2,78.39999999999999,100.0
905,Student_905,Male,II,170.0,56.666666666666664,100.0
906,Student_906,Other,III,150.5,50.166666666666664,100.0
907,Student_907,Male,I,,,0.0
908,Student_908,Male,II,167.8,55.93333333333334,0.0
909,Student_909,Female,III,,,0.0
910,Student_910,Other,I,179.7,59.9,100.0
911,Student_911,Other,II,,,0.0
912,Student_912,Other,III,224.1,74.7,100.0
913,Student_913,Female,I,,,100.0
914,Student_914,Female,II,99.1,33.03333333333333,100.0
915,Student_915,Female,III,,,100.0
916,Student_916,Male,I,288.9,96.3,100.0
917,Student_917,Female,II,,,0.0
918,Student_918,Male,III,357.6,59.6,100.0
919,Student_919,Male,I,,,100.0
920,Student_920,Other,II,521.0,86.83333333333333,100.0
921,Student_921,Other,III,513.9,57.099999999999994,0.0
922,Student_922,Male,I,104.0,34.666666666666664,100.0
923,Student_923,Male,II,504.79999999999995,84.13333333333333,0.0
924,Student_924,Male,III,813.3000000000001,90.36666666666667,100.0
925,Student_925,Male,I,234.9,78.3,0.0
926,Student_926,Other,II,191.7,63.9,100.0
927,Student_927,Other,III,,,0.0
928,Student_928,Other,I,181.6,60.53333333333333,0.0
929,Student_929,Female,II,210.4,70.13333333333334,100.0
930,Student_930,Male,III,617.4,68.6,100.0
931,Student_931,Male,I,,,0.0
932,Student_932,Other,II,325.4,54.23333333333333,100.0
933,Student_933,Other,III,,,100.0
934,Student_934,Female,I,620.4,68.93333333333334,100.0
935,Student_935,Female,II,,,0.0
936,Student_936,Other,III,491.0,81.83333333333333,100.0
937,Student_937,Other,I,,,0.0
938,Student_938,Male,II,181.6,60.53333333333333,100.0
939,Student_939,Female,III,,,0.0
940,Student_940,Male,I,141.3,47.1,100.0
941,Student_941,Female,II,,,0.0
942,Student_942,Female,III,126.4,42.13333333333333,0.0
943,Student_943,Male,I,,,100.0
944,Student_944,Male,II,292.6,48.76666666666667,100.0
945,Student_945,Female,III,,,100.0
946,Student_946,Female,I,114.7,38.233333333333334,100.0
947,Student_947,Other,II,173.1,57.699999999999996,0.0
948,Student_948,Male,III,131.4,43.800000000000004,100.0
949,Student_949,Male,I,,,0.0
950,Student_950,Other,II,204.89999999999998,68.3,0.0
951,Student_951,Other,III,285.0,95.0,0.0
952,Student_952,Other,I,256.6,85.53333333333335,0.0
953,Student_953,Other,II,,,0.0
954,Student_954,Other,III,251.5,83.83333333333333,0.0
955,Student_955,Female,I,141.6,47.199999999999996,100.0
956,Student_956,Other,II,153.5,51.166666666666664,100.0
957,Student_957,Female,III,456.0,76.0,0.0
958,Student_958,Other,I,218.3,72.76666666666667,0.0
959,Student_959,Female,II,,,0.0
960,Student_960,Female,III,245.4,81.8,100.0
961,Student_961,Other,I,,,0.0
962,Student_962,Female,II,111.9,37.300000000000004,100.0
963,Student_963,Male,III,,,0.0
964,Student_964,Other,I,453.2,75.53333333333333,100.0
965,Student_965,Female,II,,,100.0
966,Student_966,Other,III,205.1,68.36666666666666,0.0
967,Student_967,Female,I,194.0,64.66666666666667,100.0
968,Student_968,Other,II,94.5,31.5,100.0
969,Student_969,Female,III,,,0.0
970,Student_970,Other,I,362.8,60.46666666666667,100.0
