Adm_No,Subject,Marks,Percentage,Term
799,Maths,72.1,77.0,Mid
800,Maths,77.4,91.5,Final
801,Maths,69.7,73.2,Mid
802,Maths,67.8,82.5,Final
803,Maths,41.1,47.0,Mid
804,Maths,53.4,75.4,Final
805,Maths,64.5,71.2,Mid
806,Maths,68.5,80.7,Final
807,Maths,69.3,70.1,Mid
808,Maths,78.1,80.0,Final
809,Maths,100.0,100.0,Mid
810,Maths,79.1,67.2,Final
811,Maths,83.5,71.3,Mid
812,Maths,64.8,68.6,Final
813,Maths,72.9,73.0,Mid
814,Maths,56.2,66.3,Final
815,Maths,90.0,91.8,Mid
816,Maths,85.4,71.8,Final
817,Maths,62.3,71.5,Mid
818,Maths,71.3,51.8,Final
819,Maths,38.6,58.5,Mid
820,Maths,98.0,96.3,Final
821,Maths,91.5,100.0,Mid
822,Maths,76.8,100.0,Final
823,Maths,80.2,70.9,Mid
824,Maths,65.5,64.7,Final
825,Maths,57.4,53.1,Mid
826,Maths,67.1,74.7,Final
827,Maths,61.2,53.5,Mid
828,Maths,65.1,69.7,Final
829,Maths,58.1,48.6,Mid
830,Maths,92.4,97.4,Final
831,Maths,74.8,65.3,Mid
832,Maths,43.5,39.5,Final
833,Maths,72.6,57.4,Mid
834,Maths,81.6,77.5,Final
835,Maths,89.8,78.5,Mid
836,Maths,90.2,86.9,Final
837,Maths,81.9,73.0,Mid
838,Maths,35.3,34.4,Final
839,Maths,77.8,76.9,Mid
840,Maths,100.0,100.0,Final
841,Maths,91.2,90.3,Mid
842,Maths,21.9,37.5,Final
843,Maths,76.6,72.7,Mid
844,Maths,65.7,52.2,Final
845,Maths,96.4,95.7,Mid
846,Maths,51.1,51.3,Final
847,Maths,35.3,40.4,Mid
848,Maths,39.1,44.9,Final
849,Maths,71.1,79.6,Mid
850,Maths,75.7,77.8,Final
851,Maths,54.9,68.6,Mid
852,Maths,35.9,55.6,Final
853,Maths,92.2,93.0,Mid
854,Maths,65.3,57.4,Final
855,Maths,18.4,34.1,Mid
856,Maths,100.0,85.2,Final
857,Maths,67.4,58.5,Mid
858,Maths,81.7,79.5,Final
859,Maths,68.6,52.8,Mid
860,Maths,67.8,71.9,Final
861,Maths,54.3,53.9,Mid
862,Maths,46.6,62.4,Final
863,Maths,73.9,72.8,Mid
864,Maths,89.3,83.4,Final
865,Maths,49.4,52.1,Mid
866,Maths,47.4,49.7,Final
867,Maths,36.5,48.1,Mid
868,Maths,71.4,56.2,Final
869,Maths,37.4,55.5,Mid
870,Maths,86.5,69.4,Final
871,Maths,44.2,52.1,Mid
872,Maths,34.8,51.6,Final
873,Maths,54.3,56.4,Mid
874,Maths,68.2,70.1,Final
875,Maths,66.7,65.6,Mid
876,Maths,69.3,75.9,Final
877,Maths,97.2,81.6,Mid
878,Maths,56.7,50.1,Final
879,Maths,60.9,60.2,Mid
880,Maths,35.7,38.7,Final
881,Maths,78.2,52.6,Mid
882,Maths,85.2,88.2,Final
883,Maths,33.5,34.5,Mid
884,Maths,40.3,44.3,Final
885,Maths,90.7,78.9,Mid
886,Maths,69.9,69.1,Final
887,Maths,74.3,83.3,Mid
888,Maths,44.0,38.9,Final
889,Maths,99.1,92.5,Mid
890,Maths,65.2,71.7,Final
891,Maths,83.5,77.9,Mid
892,Maths,69.1,47.6,Final
893,Maths,72.0,56.4,Mid
894,Maths,39.3,27.5,Final
895,Maths,77.4,75.8,Mid
896,Maths,49.1,48.1,Final
897,Maths,62.1,50.6,Mid
898,Maths,38.1,55.7,Final
899,Maths,95.4,97.0,Mid
900,Maths,41.1,48.4,Final
901,Maths,48.6,54.9,Mid
902,Maths,94.7,91.0,Final
903,Maths,86.6,81.0,Mid
904,Maths,74.9,83.0,Final
905,Maths,42.6,59.4,Mid
906,Maths,61.2,50.3,Final
907,Maths,45.1,42.2,Mid
908,Maths,53.1,55.1,Final
909,Maths,40.9,50.6,Mid
910,Maths,63.7,60.3,Final
911,Maths,51.7,59.9,Mid
912,Maths,66.5,71.7,Final
913,Maths,96.4,87.6,Mid
914,Maths,46.4,40.7,Final
915,Maths,100.0,100.0,Mid
916,Maths,98.5,88.3,Final
917,Maths,31.5,42.6,Mid
918,Maths,66.9,57.8,Final
919,Maths,100.0,93.8,Mid
920,Maths,96.5,84.6,Final
921,Maths,57.8,54.0,Mid
922,Maths,34.8,33.9,Final
923,Maths,92.6,86.6,Mid
924,Maths,98.4,87.1,Final
925,Maths,82.7,82.3,Mid
926,Maths,66.0,56.9,Final
927,Maths,34.4,66.7,Mid
928,Maths,50.4,67.6,Final
929,Maths,76.4,66.3,Mid
930,Maths,78.4,74.9,Final
931,Maths,51.2,46.8,Mid
932,Maths,50.3,54.8,Final
933,Maths,65.8,83.0,Mid
934,Maths,82.9,70.9,Final
935,Maths,100.0,93.3,Mid
936,Maths,96.2,83.6,Final
937,Maths,22.4,43.0,Mid
938,Maths,61.0,50.6,Final
939,Maths,76.9,67.3,Mid
940,Maths,52.1,46.4,Final
941,Maths,67.2,66.3,Mid
942,Maths,36.1,42.5,Final
943,Maths,60.3,54.7,Mid
944,Maths,55.5,59.8,Final
945,Maths,72.8,65.6,Mid
946,Maths,28.0,32.5,Final
947,Maths,61.1,63.6,Mid
948,Maths,37.9,46.4,Final
949,Maths,95.0,95.2,Mid
950,Maths,66.0,65.6,Final
951,Maths,98.7,86.1,Mid
952,Maths,86.4,85.1,Final
953,Maths,47.9,76.0,Mid
954,Maths,100.0,82.2,Final
955,Maths,44.6,50.4,Mid
956,Maths,39.2,55.7,Final
957,Maths,85.8,74.9,Mid
958,Maths,75.5,66.8,Final
959,Maths,52.2,55.4,Mid
960,Maths,76.0,88.2,Final
961,Maths,35.9,33.2,Mid
962,Maths,35.4,39.3,Final
963,Maths,76.9,76.4,Mid
964,Maths,69.6,68.9,Final
965,Maths,76.2,95.3,Mid
966,Maths,66.4,72.1,Final
967,Maths,57.9,62.5,Mid
968,Maths,40.3,41.1,Final
969,Maths,42.5,42.3,Mid
970,Maths,46.5,62.9,Final
971,Maths,77.2,83.4,Mid
972,Maths,73.1,75.8,Final
973,Maths,71.5,74.0,Mid
974,Maths,80.2,69.7,Final
975,Maths,54.0,46.9,Mid
976,Maths,85.8,58.1,Final
977,Maths,36.4,47.1,Mid
978,Maths,45.3,36.1,Final
979,Maths,73.6,70.2,Mid
980,Maths,56.1,59.2,Final
981,Maths,45.9,42.4,Mid
982,Maths,82.3,70.5,Final
983,Maths,74.2,77.1,Mid
984,Maths,55.7,45.4,Final
985,Maths,79.6,76.6,Mid
986,Maths,28.4,27.6,Final
987,Maths,96.3,72.6,Mid
988,Maths,68.1,77.1,Final
989,Maths,79.5,72.5,Mid
990,Maths,78.5,67.3,Final
991,Maths,71.0,66.4,Mid
992,Maths,52.1,54.9,Final
993,Maths,70.1,67.6,Mid
994,Maths,34.2,47.8,Final
995,Maths,43.6,52.2,Mid
996,Maths,63.3,54.7,Final
997,Maths,43.9,49.5,Mid
998,Maths,48.7,59.6,Final
999,Maths,72.1,68.3,Mid
1000,Maths,72.5,77.4,Final
1001,Maths,90.1,85.1,Mid
1002,Maths,100.0,84.0,Final
1003,Maths,85.8,86.9,Mid
1004,Maths,62.3,66.5,Final
1005,Maths,71.1,81.5,Mid
1006,Maths,65.9,73.8,Final
1007,Maths,86.2,90.3,Mid
1008,Maths,60.0,74.9,Final
1009,Maths,100.0,93.9,Mid
1010,Maths,58.8,61.9,Final
1011,Maths,98.3,92.8,Mid
1012,Maths,70.2,66.0,Final
1013,Maths,48.2,43.2,Mid
1014,Maths,30.9,33.2,Final
1015,Maths,66.5,57.7,Mid
1016,Maths,41.9,32.2,Final
1017,Maths,35.9,33.4,Mid
1018,Maths,31.9,43.9,Final
1019,Maths,86.3,73.6,Mid
1020,Maths,30.9,36.4,Final
1021,Maths,80.2,70.3,Mid
1022,Maths,75.8,71.2,Final
1023,Maths,75.6,84.5,Mid
1024,Maths,69.7,66.0,Final
1025,Maths,45.2,50.1,Mid
1026,Maths,88.6,93.9,Final
1027,Maths,89.0,75.3,Mid
1028,Maths,50.6,62.8,Final
1029,Maths,49.7,48.6,Mid
1030,Maths,72.4,62.6,Final
1031,Maths,92.3,91.3,Mid
1032,Maths,83.7,92.2,Final
1033,Maths,77.1,71.3,Mid
1034,Maths,95.0,100.0,Final
1035,Maths,72.8,76.1,Mid
1036,Maths,32.3,52.8,Final
1037,Maths,43.5,33.6,Mid
1038,Maths,45.2,38.7,Final
1039,Maths,50.0,43.3,Mid
1040,Maths,43.2,52.3,Final
1041,Maths,,60.7,Mid
1042,Maths,99.9,95.0,Final
1043,Maths,36.7,34.8,Mid
1044,Maths,91.7,72.4,Final
1045,Maths,89.9,83.5,Mid
1046,Maths,46.3,55.2,Final
1047,Maths,23.2,32.8,Mid
1048,Maths,57.2,54.4,Final
1049,Maths,88.5,81.6,Mid
1050,Maths,89.9,78.6,Final
1051,Maths,31.6,27.7,Mid
1052,Maths,56.1,62.4,Final
1053,Maths,87.3,91.6,Mid
1054,Maths,34.7,46.8,Final
1055,Maths,71.2,59.0,Mid
1056,Maths,58.9,58.3,Final
1057,Maths,14.0,45.1,Mid
1058,Maths,86.3,80.5,Final
1059,Maths,45.8,46.2,Mid
1060,Maths,75.1,80.4,Final
1061,Maths,73.5,71.0,Mid
1062,Maths,45.2,42.8,Final
1063,Maths,88.4,81.4,Mid
1064,Maths,47.3,43.1,Final
1065,Maths,52.1,48.9,Mid
1066,Maths,45.3,49.2,Final
1067,Maths,78.3,68.7,Mid
1068,Maths,70.0,90.2,Final
1069,Maths,43.2,40.4,Mid
1070,Maths,45.5,56.9,Final
1071,Maths,79.2,81.6,Mid
1072,Maths,94.9,89.3,Final
1073,Maths,33.5,37.1,Mid
1074,Maths,58.1,60.3,Final
1075,Maths,75.8,67.5,Mid
1076,Maths,39.7,52.4,Final
1077,Maths,77.8,70.3,Mid
1078,Maths,85.4,87.4,Final
1079,Maths,84.9,71.3,Mid
1080,Maths,30.0,38.0,Final
1081,Maths,79.8,74.3,Mid
1082,Maths,63.5,59.0,Final
1083,Maths,64.6,82.8,Mid
1084,Maths,32.1,29.1,Final
1085,Maths,64.5,58.2,Mid
1086,Maths,61.4,66.6,Final
1087,Maths,82.7,69.3,Mid
1088,Maths,64.7,77.3,Final
1089,Maths,55.3,67.2,Mid
1090,Maths,58.9,65.0,Final
1091,Maths,45.9,54.3,Mid
1092,Maths,78.2,75.0,Final
1093,Maths,73.1,65.7,Mid
1094,Maths,76.3,88.5,Final
1095,Maths,82.9,88.2,Mid
1096,Maths,63.1,66.5,Final
1097,Maths,63.6,59.4,Mid
1098,Maths,68.3,80.5,Final
1099,Maths,48.9,62.1,Mid
1100,Maths,74.5,74.8,Final
1101,Maths,93.3,90.8,Mid
1102,Maths,64.8,56.5,Final
1103,Maths,68.1,43.5,Mid
1104,Maths,31.2,37.5,Final
1105,Maths,92.2,100.0,Mid
1106,Maths,67.7,63.2,Final
1107,Maths,83.2,81.6,Mid
1108,Maths,34.9,24.6,Final
1109,Maths,45.1,49.1,Mid
1110,Maths,31.3,39.6,Final
1111,Maths,99.3,91.5,Mid
1112,Maths,39.0,38.3,Final
1113,Maths,100.0,89.5,Mid
1114,Maths,86.9,86.4,Final
1115,Maths,86.3,84.9,Mid
1116,Maths,42.6,59.0,Final
1117,Maths,53.8,61.5,Mid
1118,Maths,43.7,35.4,Final
1119,Maths,80.3,59.1,Mid
1120,Maths,86.6,71.9,Final
1121,Maths,53.6,36.1,Mid
1122,Maths,98.3,100.0,Final
1123,Maths,48.3,43.6,Mid
1124,Maths,65.6,62.2,Final
1125,Maths,61.2,66.2,Mid
1126,Maths,79.8,79.4,Final
1127,Maths,44.0,41.4,Mid
1128,Maths,91.5,100.0,Final
1129,Maths,49.5,45.2,Mid
1130,Maths,66.8,61.8,Final
1131,Maths,34.0,42.2,Mid
1132,Maths,35.0,43.5,Final
1133,Maths,69.5,69.8,Mid
1134,Maths,83.0,81.1,Final
1135,Maths,61.9,68.0,Mid
1136,Maths,72.7,58.6,Final
1137,Maths,58.7,31.0,Mid
1138,Maths,100.0,89.5,Final
1139,Maths,25.4,29.4,Mid
1140,Maths,65.1,69.9,Final
1141,Maths,23.9,31.8,Mid
1142,Maths,52.5,43.5,Final
1143,Maths,22.0,30.4,Mid
1144,Maths,52.0,46.0,Final
1145,Maths,61.2,55.4,Mid
1146,Maths,80.3,68.5,Final
1147,Maths,88.1,79.0,Mid
1148,Maths,59.6,55.9,Final
1149,Maths,58.4,61.4,Mid
1150,Maths,81.7,72.9,Final
1151,Maths,67.1,51.9,Mid
1152,Maths,44.9,42.5,Final
1153,Maths,55.3,52.2,Mid
1154,Maths,27.8,41.4,Final
1155,Maths,54.8,62.0,Mid
1156,Maths,36.6,43.2,Final
1157,Maths,40.2,45.2,Mid
1158,Maths,82.3,65.2,Final
1159,Maths,58.2,62.2,Mid
1160,Maths,47.3,45.0,Final
1161,Maths,66.0,66.6,Mid
1162,Maths,55.6,49.3,Final
1163,Maths,83.3,88.2,Mid
1164,Maths,21.5,36.0,Final
1165,Maths,36.3,25.7,Mid
1166,Maths,90.5,87.0,Final
1167,Maths,68.3,58.4,Mid
1168,Maths,57.3,46.0,Final
1169,Maths,90.0,97.8,Mid
1170,Maths,69.1,66.3,Final
1171,Maths,73.1,80.4,Mid
1172,Maths,7.2,29.7,Final
1173,Maths,37.3,42.8,Mid
1174,Maths,33.7,40.9,Final
1175,Maths,92.6,84.9,Mid
1176,Maths,36.9,39.1,Final
1177,Maths,79.0,72.4,Mid
1178,Maths,100.0,100.0,Final
1179,Maths,85.0,96.8,Mid
1180,Maths,38.5,49.1,Final
1181,Maths,71.0,66.5,Mid
1182,Maths,45.9,58.7,Final
1183,Maths,71.6,79.2,Mid
1184,Maths,100.0,89.4,Final
1185,Maths,72.5,74.0,Mid
1186,Maths,57.4,77.3,Final
1187,Maths,12.3,26.4,Mid
1188,Maths,65.1,53.0,Final
1189,Maths,77.5,70.9,Mid
1190,Maths,56.1,61.5,Final
1191,Maths,78.8,76.6,Mid
1192,Maths,68.7,59.5,Final
1193,Maths,57.5,66.7,Mid
1194,Maths,100.0,96.7,Final
1195,Maths,47.1,55.7,Mid
1196,Maths,74.1,69.7,Final
1197,Maths,76.7,66.0,Mid
1198,Maths,75.1,63.0,Final
1199,Maths,67.9,69.9,Mid
1200,Maths,70.9,63.6,Final
1201,Maths,80.8,75.9,Mid
1202,Maths,36.0,41.6,Final
1203,Maths,87.1,100.0,Mid
1204,Maths,97.4,84.5,Final
1205,Maths,49.2,49.4,Mid
1206,Maths,35.4,37.7,Final
1207,Maths,45.7,40.5,Mid
1208,Maths,58.1,36.8,Final
1209,Maths,17.3,38.0,Mid
1210,Maths,72.5,53.5,Final
1211,Maths,86.7,87.9,Mid
1212,Maths,79.7,78.7,Final
1213,Maths,62.8,72.5,Mid
1214,Maths,48.9,64.7,Final
1215,Maths,70.4,65.8,Mid
1216,Maths,80.2,83.6,Final
1217,Maths,30.1,36.0,Mid
1218,Maths,70.9,79.6,Final
1219,Maths,81.7,100.0,Mid
1220,Maths,76.6,78.0,Final
1221,Maths,57.2,55.9,Mid
1222,Maths,,74.5,Final
1223,Maths,67.7,65.5,Mid
1224,Maths,59.8,59.5,Final
1225,Maths,32.0,42.9,Mid
1226,Maths,72.1,62.8,Final
1227,Maths,45.6,49.2,Mid
1228,Maths,36.1,34.2,Final
1229,Maths,33.8,41.1,Mid
1230,Maths,93.5,84.8,Final
1231,Maths,100.0,94.2,Mid
1232,Maths,72.3,78.1,Final
1233,Maths,83.0,66.9,Mid
1234,Maths,100.0,96.7,Final
1235,Maths,88.4,67.8,Mid
1236,Maths,69.8,56.2,Final
1237,Maths,62.0,61.6,Mid
1238,Maths,23.3,35.5,Final
1239,Maths,71.1,66.6,Mid
1240,Maths,44.6,60.5,Final
1241,Maths,91.1,80.7,Mid
1242,Maths,40.9,38.2,Final
1243,Maths,37.7,42.9,Mid
1244,Maths,67.6,69.6,Final
1245,Maths,62.5,48.9,Mid
1246,Maths,100.0,97.3,Final
1247,Maths,82.1,82.3,Mid
1248,Maths,49.6,53.0,Final
1249,Maths,79.9,78.0,Mid
1250,Maths,66.2,57.8,Final
1251,Maths,56.7,51.3,Mid
1252,Maths,65.9,75.8,Final
1253,Maths,56.5,51.1,Mid
1254,Maths,71.2,79.9,Final
1255,Maths,94.8,94.0,Mid
1256,Maths,42.7,62.1,Final
1257,Maths,63.7,66.7,Mid
1258,Maths,76.8,82.5,Final
1259,Maths,44.1,55.3,Mid
1260,Maths,51.2,54.5,Final
1261,Maths,66.9,57.3,Mid
1262,Maths,49.0,55.8,Final
1263,Maths,45.0,58.9,Mid
1264,Maths,58.6,42.7,Final
1265,Maths,65.0,68.4,Mid
1266,Maths,97.8,84.8,Final
1267,Maths,35.1,44.7,Mid
1268,Maths,95.7,84.7,Final
1269,Maths,49.8,41.0,Mid
1270,Maths,54.8,46.1,Final
1271,Maths,89.4,83.3,Mid
1272,Maths,82.1,71.2,Final
1273,Maths,93.6,94.5,Mid
1274,Maths,43.0,44.7,Final
1275,Maths,67.3,59.4,Mid
1276,Maths,88.9,71.3,Final
1277,Maths,99.3,69.5,Mid
1278,Maths,87.3,85.0,Final
1279,Maths,81.3,88.3,Mid
1280,Maths,29.2,29.9,Final
1281,Maths,68.8,75.7,Mid
1282,Maths,64.8,64.7,Final
1283,Maths,84.6,84.4,Mid
1284,Maths,63.9,60.5,Final
1285,Maths,96.4,92.1,Mid
1286,Maths,70.4,66.7,Final
1287,Maths,37.0,50.8,Mid
1288,Maths,45.2,52.3,Final
1289,Maths,73.1,83.0,Mid
1290,Maths,88.9,81.9,Final
1291,Maths,49.8,68.6,Mid
1292,Maths,89.1,75.9,Final
1293,Maths,65.0,58.3,Mid
1294,Maths,60.0,57.3,Final
1295,Maths,76.6,87.2,Mid
1296,Maths,29.9,29.9,Final
1297,Maths,38.7,53.3,Mid
1298,Maths,89.9,80.9,Final
1299,Maths,43.6,43.1,Mid
1300,Maths,49.2,33.0,Final
1301,Maths,42.3,27.0,Mid
1302,Maths,52.1,49.2,Final
1303,Maths,57.0,48.3,Mid
1304,Maths,80.4,63.4,Final
1305,Maths,84.1,98.6,Mid
1306,Maths,78.5,80.7,Final
1307,Maths,78.3,79.1,Mid
1308,Maths,51.4,42.9,Final
1309,Maths,55.9,53.0,Mid
1310,Maths,91.0,88.8,Final
1311,Maths,68.0,81.1,Mid
1312,Maths,76.3,83.1,Final
1313,Maths,51.0,44.2,Mid
1314,Maths,70.7,70.5,Final
1315,Maths,66.0,69.4,Mid
1316,Maths,45.5,47.6,Final
1317,Maths,96.5,87.0,Mid
1318,Maths,70.6,65.4,Final
1319,Maths,54.4,60.1,Mid
1320,Maths,58.1,38.2,Final
1321,Maths,70.9,70.4,Mid
1322,Maths,78.3,84.9,Final
1323,Maths,62.7,69.9,Mid
1324,Maths,100.0,95.9,Final
1325,Maths,52.4,42.4,Mid
1326,Maths,89.9,76.3,Final
1327,Maths,79.8,71.1,Mid
1328,Maths,87.3,82.9,Final
1329,Maths,74.6,84.6,Mid
1330,Maths,65.1,55.1,Final
1331,Maths,69.1,65.9,Mid
1332,Maths,93.0,84.6,Final
1333,Maths,99.2,96.3,Mid
1334,Maths,72.6,73.7,Final
1335,Maths,81.3,81.7,Mid
1336,Maths,59.8,56.3,Final
1337,Maths,46.2,47.1,Mid
1338,Maths,23.6,37.7,Final
1339,Maths,91.3,71.1,Mid
1340,Maths,66.8,75.1,Final
1341,Maths,55.5,73.5,Mid
1342,Maths,70.8,75.5,Final
1343,Maths,45.4,56.4,Mid
1344,Maths,76.0,46.6,Final
1345,Maths,35.2,36.8,Mid
1346,Maths,55.4,45.8,Final
1347,Maths,71.6,70.1,Mid
1348,Maths,67.0,88.8,Final
1349,Maths,91.0,80.6,Mid
1350,Maths,40.1,51.8,Final
1351,Maths,75.9,71.1,Mid
1352,Maths,63.2,77.9,Final
1353,Maths,48.4,46.4,Mid
1354,Maths,64.3,65.6,Final
1355,Maths,89.3,91.4,Mid
1356,Maths,42.4,42.6,Final
1357,Maths,62.6,68.5,Mid
1358,Maths,22.2,45.5,Final
1359,Maths,36.5,29.0,Mid
1360,Maths,58.0,46.6,Final
1361,Maths,41.6,38.6,Mid
1362,Maths,54.6,69.4,Final
1363,Maths,38.2,42.5,Mid
1364,Maths,75.7,73.5,Final
1365,Maths,67.1,77.4,Mid
1366,Maths,88.8,82.9,Final
1367,Maths,65.1,55.9,Mid
1368,Maths,21.9,29.1,Final
1369,Maths,66.7,54.6,Mid
1370,Maths,38.0,43.5,Final
1371,Maths,50.0,51.8,Mid
1372,Maths,67.9,68.0,Final
1373,Maths,86.7,74.9,Mid
1374,Maths,47.1,49.3,Final
1375,Maths,58.8,45.3,Mid
1376,Maths,85.1,93.6,Final
1377,Maths,100.0,83.0,Mid
1378,Maths,62.2,76.0,Final
1379,Maths,64.2,58.5,Mid
1380,Maths,56.2,60.3,Final
1381,Maths,26.8,50.0,Mid
1382,Maths,84.5,80.2,Final
1383,Maths,39.5,33.5,Mid
1384,Maths,90.5,80.3,Final
1385,Maths,46.3,51.2,Mid
1386,Maths,67.6,66.3,Final
1387,Maths,83.8,75.8,Mid
1388,Maths,90.4,92.2,Final
1389,Maths,44.0,49.3,Mid
1390,Maths,78.9,77.1,Final
1391,Maths,76.2,60.4,Mid
1392,Maths,77.5,82.8,Final
1393,Maths,56.9,59.0,Mid
1394,Maths,45.0,55.1,Final
1395,Maths,71.2,69.9,Mid
1396,Maths,52.1,41.7,Final
1397,Maths,53.3,69.1,Mid
1398,Maths,34.9,37.5,Final
1399,Maths,93.0,82.9,Mid
1400,Maths,43.8,48.7,Final
1401,Maths,83.3,89.7,Mid
1402,Maths,23.9,29.7,Final
1403,Maths,83.3,76.8,Mid
1404,Maths,32.8,31.4,Final
1405,Maths,100.0,92.1,Mid
1406,Maths,40.1,44.4,Final
1407,Maths,67.3,66.3,Mid
1408,Maths,48.7,49.5,Final
1409,Maths,85.1,80.8,Mid
1410,Maths,49.3,65.0,Final
1411,Maths,68.0,67.6,Mid
1412,Maths,44.4,39.8,Final
1413,Maths,38.6,70.8,Mid
1414,Maths,20.9,26.3,Final
1415,Maths,66.8,67.0,Mid
1416,Maths,45.3,40.3,Final
1417,Maths,100.0,93.6,Mid
1418,Maths,81.1,58.4,Final
1419,Maths,89.6,87.8,Mid
1420,Maths,56.0,49.4,Final
1421,Maths,53.1,54.9,Mid
1422,Maths,98.4,90.7,Final
1423,Maths,74.9,75.9,Mid
1424,Maths,81.3,61.3,Final
1425,Maths,95.4,80.6,Mid
1426,Maths,42.5,40.6,Final
1427,Maths,96.7,100.0,Mid
1428,Maths,61.9,59.7,Final
1429,Maths,74.5,78.6,Mid
1430,Maths,70.7,68.5,Final
1431,Maths,39.4,50.8,Mid
1432,Maths,80.5,66.0,Final
1433,Maths,94.3,99.9,Mid
1434,Maths,51.7,44.9,Final
1435,Maths,39.9,62.3,Mid
1436,Maths,72.8,80.7,Final
1437,Maths,61.0,42.8,Mid
1438,Maths,47.0,42.7,Final
1439,Maths,96.2,79.4,Mid
1440,Maths,81.3,81.4,Final
1441,Maths,53.9,56.9,Mid
1442,Maths,96.8,86.8,Final
1443,Maths,42.1,40.2,Mid
1444,Maths,46.0,47.1,Final
1445,Maths,50.7,33.0,Mid
1446,Maths,83.1,65.9,Final
1447,Maths,91.4,76.7,Mid
1448,Maths,46.7,50.7,Final
1449,Maths,28.3,60.4,Mid
1450,Maths,76.3,82.8,Final
1451,Maths,68.3,70.0,Mid
1452,Maths,58.9,67.1,Final
1453,Maths,71.7,76.5,Mid
1454,Maths,100.0,97.7,Final
1455,Maths,53.4,65.4,Mid
1456,Maths,85.8,95.7,Final
1457,Maths,96.2,100.0,Mid
1458,Maths,81.6,81.9,Final
1459,Maths,55.5,36.4,Mid
1460,Maths,62.4,66.7,Final
1461,Maths,63.7,49.6,Mid
1462,Maths,51.7,51.7,Final
1463,Maths,76.8,71.3,Mid
1464,Maths,56.0,46.3,Final
1465,Maths,92.5,68.2,Mid
1466,Maths,82.0,89.6,Final
1467,Maths,61.8,57.3,Mid
1468,Maths,100.0,93.3,Final
1469,Maths,75.0,87.6,Mid
1470,Maths,72.3,88.1,Final
1471,Maths,29.9,47.3,Mid
1472,Maths,60.8,81.1,Final
1473,Maths,34.4,41.3,Mid
1474,Maths,97.2,89.9,Final
1475,Maths,26.5,32.2,Mid
1476,Maths,32.8,35.2,Final
1477,Maths,48.1,52.1,Mid
1478,Maths,97.9,89.0,Final
1479,Maths,96.7,89.8,Mid
1480,Maths,75.1,71.6,Final
1481,Maths,100.0,90.5,Mid
1482,Maths,57.9,60.3,Final
1483,Maths,100.0,100.0,Mid
1484,Maths,55.6,59.7,Final
1485,Maths,73.6,84.8,Mid
1486,Maths,89.8,84.5,Final
1487,Maths,44.2,43.9,Mid
1488,Maths,41.0,43.0,Final
1489,Maths,89.6,86.8,Mid
1490,Maths,75.8,73.9,Final
1491,Maths,78.4,79.9,Mid
1492,Maths,74.7,94.1,Final
1493,Maths,91.3,99.1,Mid
1494,Maths,49.3,50.6,Final
1495,Maths,64.6,62.3,Mid
1496,Maths,75.4,73.0,Final
1497,Maths,33.5,43.5,Mid
1498,Maths,91.5,94.7,Final
1499,Maths,23.0,54.4,Mid
1500,Maths,82.3,78.7,Final
1501,Maths,85.0,75.8,Mid
1502,Maths,91.8,79.0,Final
1503,Maths,60.8,72.1,Mid
1504,Maths,54.0,64.8,Final
1505,Maths,51.1,40.8,Mid
1506,Maths,100.0,90.9,Final
1507,Maths,59.0,61.9,Mid
1508,Maths,74.6,73.0,Final
1509,Maths,91.1,85.4,Mid
1510,Maths,45.8,58.7,Final
1511,Maths,55.1,49.4,Mid
1512,Maths,49.4,39.5,Final
1513,Maths,63.0,65.3,Mid
1514,Maths,59.1,41.7,Final
1515,Maths,43.2,46.4,Mid
1516,Maths,29.3,46.2,Final
1517,Maths,49.0,50.0,Mid
1518,Maths,48.7,62.3,Final
1519,Maths,,72.5,Mid
1520,Maths,87.7,77.0,Final
1521,Maths,64.3,75.9,Mid
1522,Maths,55.1,47.3,Final
1523,Maths,92.0,85.8,Mid
1524,Maths,51.5,58.8,Final
1525,Maths,66.6,68.4,Mid
1526,Maths,61.6,60.2,Final
1527,Maths,56.3,54.9,Mid
1528,Maths,70.8,74.6,Final
1529,Maths,42.9,49.6,Mid
1530,Maths,79.8,92.0,Final
1531,Maths,67.1,76.5,Mid
1532,Maths,20.9,26.8,Final
1533,Maths,64.8,56.4,Mid
1534,Maths,42.0,59.8,Final
1535,Maths,42.5,43.5,Mid
1536,Maths,77.9,63.7,Final
1537,Maths,58.1,82.0,Mid
1538,Maths,62.6,59.4,Final
1539,Maths,30.0,33.9,Mid
1540,Maths,39.9,39.7,Final
1541,Maths,53.4,54.2,Mid
1542,Maths,78.1,65.8,Final
1543,Maths,71.6,76.0,Mid
1544,Maths,88.2,91.0,Final
1545,Maths,39.7,43.6,Mid
1546,Maths,58.0,53.3,Final
1547,Maths,32.7,36.1,Mid
1548,Maths,64.5,62.0,Final
1549,Maths,38.8,30.8,Mid
1550,Maths,53.3,54.6,Final
1551,Maths,80.1,88.5,Mid
1552,Maths,26.0,50.0,Final
1553,Maths,100.0,87.6,Mid
1554,Maths,87.6,81.0,Final
1555,Maths,41.7,51.4,Mid
1556,Maths,90.6,93.0,Final
1557,Maths,100.0,86.5,Mid
1558,Maths,48.3,57.1,Final
1559,Maths,78.7,68.4,Mid
1560,Maths,51.9,35.3,Final
1561,Maths,73.2,76.5,Mid
1562,Maths,75.8,86.8,Final
1563,Maths,71.6,69.3,Mid
1564,Maths,59.4,62.0,Final
